School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,District Code,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",District Name,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,School Year
Agawam - Benjamin J Phelps,00050020,     174,20.2,        346,46.8,53.2,32.7,9.0,11.3,00050000,0.3,2.6,5.8,89.3,0.0,0.0,2.0,Agawam,"          $63,234,829.14","           3,710.3","              $17,043.05","          $69,007,740.22","           3,868.8","              $17,836.99",2019
Agawam - Clifford M Granger,00050010,     119,19.9,        259,51.0,49.0,37.8,10.0,18.9,00050000,2.3,4.3,14.7,76.8,0.0,0.4,1.5,Agawam,"          $63,234,829.14","           3,710.3","              $17,043.05","          $69,007,740.22","           3,868.8","              $17,836.99",2019
Agawam - James Clark School,00050030,     144,20.5,        307,47.9,52.1,32.6,8.1,17.9,00050000,1.6,4.2,9.5,80.5,0.0,0.0,4.2,Agawam,"          $63,234,829.14","           3,710.3","              $17,043.05","          $69,007,740.22","           3,868.8","              $17,836.99",2019
Agawam - Roberta G. Doering School,00050303,     459,17.2,        599,46.9,53.1,34.1,2.2,18.2,00050000,2.3,3.7,12.4,78.5,0.0,0.0,3.2,Agawam,"          $63,234,829.14","           3,710.3","              $17,043.05","          $69,007,740.22","           3,868.8","              $17,836.99",2019
Agawam - Robinson Park,00050025,     212,19.9,        398,50.5,49.5,37.4,11.6,11.8,00050000,2.5,3.3,11.1,78.9,0.0,0.0,4.3,Agawam,"          $63,234,829.14","           3,710.3","              $17,043.05","          $69,007,740.22","           3,868.8","              $17,836.99",2019
Alma del Mar Charter School (District) - Alma del Mar Charter School,04090205,     225,24.2,        641,53.7,46.3,60.7,30.7,20.3,04090000,14.2,0.2,60.2,21.5,0.8,0.0,3.1,Alma del Mar Charter School (District),"           $7,277,889.00",             440.0,"              $16,541.03","           $7,277,889.00",             440.0,"              $16,541.03",2019
Amesbury - Amesbury Elementary,00070005,     141,19.8,        353,44.8,55.2,22.7,0.3,23.0,00070000,2.3,0.3,5.4,88.1,0.3,0.0,3.7,Amesbury,"          $34,107,103.50","           2,044.4","              $16,683.19","          $39,184,044.16","           2,195.9","              $17,844.18",2019
Amesbury - Amesbury High,00070505,     339,14.7,        541,49.4,50.7,14.8,1.1,13.3,00070000,1.5,1.3,5.9,87.3,0.0,0.0,4.1,Amesbury,"          $34,107,103.50","           2,044.4","              $16,683.19","          $39,184,044.16","           2,195.9","              $17,844.18",2019
Amesbury - Amesbury Innovation High School,00070515,      52,9.2,         54,42.6,55.6,59.3,0.0,51.9,00070000,3.7,0.0,9.3,79.6,0.0,0.0,7.4,Amesbury,"          $34,107,103.50","           2,044.4","              $16,683.19","          $39,184,044.16","           2,195.9","              $17,844.18",2019
Amesbury - Amesbury Middle,00070013,     399,17.1,        677,48.5,51.6,26.7,2.2,21.6,00070000,2.1,1.6,10.5,81.2,0.2,0.3,4.1,Amesbury,"          $34,107,103.50","           2,044.4","              $16,683.19","          $39,184,044.16","           2,195.9","              $17,844.18",2019
Amesbury - Charles C Cashman Elementary,00070010,     183,18.4,        415,46.8,53.3,34.5,5.5,25.1,00070000,1.7,1.2,14.5,79.5,0.0,0.2,2.9,Amesbury,"          $34,107,103.50","           2,044.4","              $16,683.19","          $39,184,044.16","           2,195.9","              $17,844.18",2019
Amherst - Crocker Farm Elementary,00080009,     124,19.2,        412,44.7,54.6,31.1,20.6,24.5,00080000,8.7,11.7,23.3,48.8,0.5,0.0,7.0,Amherst,"          $26,795,465.00","           1,130.9","              $23,693.93","          $28,985,814.33","           1,255.3","              $23,090.75",2019
Amherst - Fort River Elementary,00080020,     108,19.8,        329,50.5,49.5,37.1,14.6,23.7,00080000,7.9,14.0,25.5,46.2,0.0,0.3,6.1,Amherst,"          $26,795,465.00","           1,130.9","              $23,693.93","          $28,985,814.33","           1,255.3","              $23,090.75",2019
Amherst - Wildwood Elementary,00080050,     129,19.0,        386,49.0,51.0,31.1,13.5,18.9,00080000,13.0,12.2,16.8,50.8,0.3,0.0,7.0,Amherst,"          $26,795,465.00","           1,130.9","              $23,693.93","          $28,985,814.33","           1,255.3","              $23,090.75",2019
Amherst-Pelham - Amherst Regional High,06050505,     617,12.9,        901,49.4,50.3,26.4,7.3,19.3,06050000,8.4,10.0,17.3,54.7,0.1,0.0,9.4,Amherst-Pelham,"          $29,757,591.00","           1,334.3","              $22,302.02","          $34,083,650.00","           1,492.6","              $22,835.09",2019
Amherst-Pelham - Amherst Regional Middle School,06050405,     414,15.7,        431,46.2,53.6,28.5,8.6,23.9,06050000,8.8,9.1,20.2,52.2,0.2,0.0,9.5,Amherst-Pelham,"          $29,757,591.00","           1,334.3","              $22,302.02","          $34,083,650.00","           1,492.6","              $22,835.09",2019
Andover - Andover High,00090505,"   1,042",15.3,"      1,779",52.8,47.1,9.5,0.6,16.5,00090000,2.1,18.7,6.2,70.4,0.3,0.0,2.3,Andover,"         $105,001,180.47","           5,967.5","              $17,595.51","         $113,553,799.47","           6,089.0","              $18,649.01",2019
Andover - Andover West Middle,00090310,     332,17.2,        537,47.7,52.3,11.4,1.7,20.1,00090000,5.0,17.7,6.3,68.3,0.0,0.0,2.6,Andover,"         $105,001,180.47","           5,967.5","              $17,595.51","         $113,553,799.47","           6,089.0","              $18,649.01",2019
Andover - Bancroft Elementary,00090003,     192,20.2,        564,45.9,54.1,7.6,2.3,19.0,00090000,1.8,8.7,6.9,76.4,0.0,0.0,6.2,Andover,"         $105,001,180.47","           5,967.5","              $17,595.51","         $113,553,799.47","           6,089.0","              $18,649.01",2019
Andover - Doherty Middle,00090305,     314,17.5,        521,52.8,47.0,9.6,1.2,20.5,00090000,1.7,9.6,8.1,77.2,0.2,0.2,3.1,Andover,"         $105,001,180.47","           5,967.5","              $17,595.51","         $113,553,799.47","           6,089.0","              $18,649.01",2019
Andover - Henry C Sanborn Elementary,00090010,     117,21.4,        364,48.9,51.1,9.6,8.2,14.8,00090000,2.5,23.9,6.6,63.5,0.0,0.0,3.6,Andover,"         $105,001,180.47","           5,967.5","              $17,595.51","         $113,553,799.47","           6,089.0","              $18,649.01",2019
Andover - High Plain Elementary,00090004,     171,21.5,        534,45.3,54.7,8.1,11.6,19.3,00090000,4.7,30.3,8.1,51.3,0.0,0.2,5.4,Andover,"         $105,001,180.47","           5,967.5","              $17,595.51","         $113,553,799.47","           6,089.0","              $18,649.01",2019
Andover - Shawsheen School,00090005,      10,9.7,         97,30.9,69.1,13.4,17.5,56.7,00090000,1.0,25.8,12.4,53.6,0.0,0.0,7.2,Andover,"         $105,001,180.47","           5,967.5","              $17,595.51","         $113,553,799.47","           6,089.0","              $18,649.01",2019
Andover - South Elementary,00090020,     158,20.5,        472,48.7,51.3,4.9,4.2,19.1,00090000,1.1,18.0,4.0,73.5,0.2,0.0,3.2,Andover,"         $105,001,180.47","           5,967.5","              $17,595.51","         $113,553,799.47","           6,089.0","              $18,649.01",2019
Andover - West Elementary,00090025,     199,20.7,        601,48.6,51.4,6.7,5.5,27.1,00090000,3.0,15.8,8.5,69.6,0.0,0.0,3.2,Andover,"         $105,001,180.47","           5,967.5","              $17,595.51","         $113,553,799.47","           6,089.0","              $18,649.01",2019
Andover - Wood Hill Middle School,00090350,     248,16.7,        410,48.3,51.7,7.8,2.2,18.8,00090000,2.7,33.7,8.5,51.2,0.2,0.2,3.4,Andover,"         $105,001,180.47","           5,967.5","              $17,595.51","         $113,553,799.47","           6,089.0","              $18,649.01",2019
Argosy Collegiate Charter School (District) - Argosy Collegiate Charter School,35090305,     189,22.2,        500,45.8,54.2,59.0,24.8,19.4,35090000,13.0,1.6,22.4,58.8,0.4,0.0,3.8,Argosy Collegiate Charter School (District),"           $6,780,429.59",             458.9,"              $14,776.36","           $6,780,429.59",             458.9,"              $14,776.36",2019
Arlington - Arlington High,00100505,     856,14.0,"      1,426",50.6,49.0,9.9,1.8,13.5,00100000,4.0,10.7,6.0,74.7,0.0,0.1,4.6,Arlington,"          $81,281,781.54","           5,957.9","              $13,642.69","          $89,253,263.12","           6,106.6","              $14,615.87",2019
Arlington - Brackett,00100010,     184,20.6,        532,45.5,54.5,3.8,3.8,15.4,00100000,1.3,10.5,4.5,74.3,0.0,0.2,9.2,Arlington,"          $81,281,781.54","           5,957.9","              $13,642.69","          $89,253,263.12","           6,106.6","              $14,615.87",2019
Arlington - Cyrus E Dallin,00100025,     191,17.6,        472,48.9,51.1,3.4,4.0,11.9,00100000,1.3,13.8,3.8,74.4,0.0,0.0,6.8,Arlington,"          $81,281,781.54","           5,957.9","              $13,642.69","          $89,253,263.12","           6,106.6","              $14,615.87",2019
Arlington - Gibbs School,00100305,     338,17.3,        488,47.8,52.3,10.3,3.1,16.8,00100000,4.3,8.4,8.0,73.2,0.0,0.0,6.2,Arlington,"          $81,281,781.54","           5,957.9","              $13,642.69","          $89,253,263.12","           6,106.6","              $14,615.87",2019
Arlington - Hardy,00100030,     149,21.4,        448,47.8,52.2,7.1,11.4,13.8,00100000,3.1,16.1,6.3,67.6,0.2,0.0,6.7,Arlington,"          $81,281,781.54","           5,957.9","              $13,642.69","          $89,253,263.12","           6,106.6","              $14,615.87",2019
Arlington - John A Bishop,00100005,     135,22.7,        431,46.2,53.8,5.1,6.3,10.4,00100000,2.6,16.0,3.7,68.0,0.0,0.5,9.3,Arlington,"          $81,281,781.54","           5,957.9","              $13,642.69","          $89,253,263.12","           6,106.6","              $14,615.87",2019
Arlington - M Norcross Stratton,00100055,     184,17.9,        459,50.1,49.9,9.2,9.8,20.5,00100000,3.3,18.3,6.8,62.8,0.0,0.0,8.9,Arlington,"          $81,281,781.54","           5,957.9","              $13,642.69","          $89,253,263.12","           6,106.6","              $14,615.87",2019
Arlington - Menotomy Preschool,00100038,       7,15.3,        107,37.4,62.6,17.8,0.0,57.9,00100000,4.7,20.6,3.7,60.8,0.0,0.0,10.3,Arlington,"          $81,281,781.54","           5,957.9","              $13,642.69","          $89,253,263.12","           6,106.6","              $14,615.87",2019
Arlington - Ottoson Middle,00100410,     479,19.3,        902,49.8,50.0,9.9,2.9,16.6,00100000,3.0,11.6,7.1,72.2,0.1,0.2,5.8,Arlington,"          $81,281,781.54","           5,957.9","              $13,642.69","          $89,253,263.12","           6,106.6","              $14,615.87",2019
Arlington - Peirce,00100045,     106,20.3,        305,51.5,48.5,9.8,9.2,12.1,00100000,5.6,16.1,7.2,63.9,0.3,0.0,6.9,Arlington,"          $81,281,781.54","           5,957.9","              $13,642.69","          $89,253,263.12","           6,106.6","              $14,615.87",2019
Arlington - Thompson,00100050,     171,21.3,        516,51.4,48.5,14.0,8.9,15.5,00100000,4.3,15.1,8.7,63.6,0.4,0.0,8.0,Arlington,"          $81,281,781.54","           5,957.9","              $13,642.69","          $89,253,263.12","           6,106.6","              $14,615.87",2019
Ashburnham-Westminster - Briggs Elementary,06100025,     273,19.8,        545,49.5,50.5,21.1,3.3,24.8,06100000,0.9,1.5,5.0,88.4,0.2,0.0,4.0,Ashburnham-Westminster,"          $30,529,738.18","           2,356.7","              $12,954.44","          $32,017,603.25","           2,438.3","              $13,131.12",2019
Ashburnham-Westminster - Meetinghouse School,06100010,     103,20.3,        204,49.0,51.0,16.7,2.9,12.3,06100000,1.0,0.5,6.4,89.2,0.0,0.0,2.9,Ashburnham-Westminster,"          $30,529,738.18","           2,356.7","              $12,954.44","          $32,017,603.25","           2,438.3","              $13,131.12",2019
Ashburnham-Westminster - Oakmont Regional High School,06100505,     353,16.3,        676,50.7,49.1,16.3,0.6,17.9,06100000,0.2,1.5,3.0,93.8,0.0,0.0,1.6,Ashburnham-Westminster,"          $30,529,738.18","           2,356.7","              $12,954.44","          $32,017,603.25","           2,438.3","              $13,131.12",2019
Ashburnham-Westminster - Overlook Middle School,06100305,     515,17.8,        590,48.5,51.5,17.3,0.5,21.4,06100000,1.2,0.3,7.1,88.3,0.2,0.0,2.9,Ashburnham-Westminster,"          $30,529,738.18","           2,356.7","              $12,954.44","          $32,017,603.25","           2,438.3","              $13,131.12",2019
Ashburnham-Westminster - Westminster Elementary,06100005,     194,22.3,        385,48.6,51.4,14.8,2.6,15.1,06100000,0.8,0.5,6.8,89.1,0.0,0.0,2.9,Ashburnham-Westminster,"          $30,529,738.18","           2,356.7","              $12,954.44","          $32,017,603.25","           2,438.3","              $13,131.12",2019
Ashland - Ashland High,00140505,     433,15.9,        836,51.9,48.0,14.5,4.3,11.4,00140000,2.8,13.4,12.9,68.1,0.5,0.0,2.4,Ashland,"          $38,910,976.10","           2,853.3","              $13,637.18","          $42,577,729.17","           2,936.1","              $14,501.46",2019
Ashland - Ashland Middle,00140405,     389,21.1,        677,49.0,51.0,18.3,7.1,17.9,00140000,2.5,13.2,14.8,64.8,1.0,0.0,3.7,Ashland,"          $38,910,976.10","           2,853.3","              $13,637.18","          $42,577,729.17","           2,936.1","              $14,501.46",2019
Ashland - David Mindess,00140015,     285,24.7,        671,50.4,49.6,15.2,8.2,19.2,00140000,2.4,14.3,14.5,65.1,0.6,0.0,3.1,Ashland,"          $38,910,976.10","           2,853.3","              $13,637.18","          $42,577,729.17","           2,936.1","              $14,501.46",2019
Ashland - Henry E Warren Elementary,00140010,     192,20.3,        618,45.0,55.0,18.3,10.5,17.3,00140000,2.8,21.7,12.8,58.7,0.2,0.0,3.9,Ashland,"          $38,910,976.10","           2,853.3","              $13,637.18","          $42,577,729.17","           2,936.1","              $14,501.46",2019
Ashland - William Pittaway Elementary,00140005,      16,5.6,         89,39.3,60.7,10.1,0.0,34.8,00140000,3.4,23.6,6.7,66.3,0.0,0.0,0.0,Ashland,"          $38,910,976.10","           2,853.3","              $13,637.18","          $42,577,729.17","           2,936.1","              $14,501.46",2019
Assabet Valley Regional Vocational Technical - Assabet Valley Vocational High School,08010605,     646,16.4,"      1,130",39.1,60.4,28.9,4.0,27.5,08010000,1.9,0.5,18.9,76.2,0.3,0.0,2.3,Assabet Valley Regional Vocational Technical,"          $23,329,863.00","           1,129.2","              $20,660.52","          $23,366,767.00","           1,130.2","              $20,674.90",2019
Athol-Royalston - Athol Community Elementary School,06150020,     230,19.3,        625,46.6,53.4,58.6,4.8,25.3,06150000,2.2,1.1,12.0,80.6,0.0,0.0,4.0,Athol-Royalston,"          $21,646,613.77","           1,475.2","              $14,673.68","          $26,422,635.50","           1,853.3","              $14,257.07",2019
Athol-Royalston - Athol High,06150505,     177,12.7,        322,46.0,54.0,46.9,0.6,23.3,06150000,1.2,0.3,6.5,88.2,0.0,0.0,3.7,Athol-Royalston,"          $21,646,613.77","           1,475.2","              $14,673.68","          $26,422,635.50","           1,853.3","              $14,257.07",2019
Athol-Royalston - Athol-Royalston Middle School,06150305,     276,21.0,        450,45.8,54.2,51.1,2.0,24.4,06150000,1.8,1.8,12.2,81.1,0.2,0.0,2.9,Athol-Royalston,"          $21,646,613.77","           1,475.2","              $14,673.68","          $26,422,635.50","           1,853.3","              $14,257.07",2019
Athol-Royalston - Royalston Community School,06150050,      54,21.1,        148,52.7,47.3,44.6,0.0,14.2,06150000,2.0,0.0,2.7,89.9,0.0,0.0,5.4,Athol-Royalston,"          $21,646,613.77","           1,475.2","              $14,673.68","          $26,422,635.50","           1,853.3","              $14,257.07",2019
Atlantis Charter (District) - Atlantis Charter School,04910550,     521,23.9,"      1,304",52.8,47.2,46.3,13.2,13.9,04910000,5.5,1.9,13.2,75.3,0.2,0.1,3.8,Atlantis Charter (District),"          $17,034,567.00","           1,287.8","              $13,227.65","          $17,034,567.00","           1,287.8","              $13,227.65",2019
Attleboro - A. Irvin Studley Elementary School,00160001,     200,19.1,        382,49.7,50.3,32.5,7.1,18.9,00160000,7.1,2.4,14.9,70.4,0.5,0.3,4.5,Attleboro,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",2019
Attleboro - Attleboro Community Academy,00160515,      52,9.8,         88,38.6,61.4,50.0,2.3,9.1,00160000,6.8,2.3,12.5,71.6,1.1,0.0,5.7,Attleboro,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",2019
Attleboro - Attleboro High,00160505,     884,20.6,"      1,822",46.6,53.4,26.5,3.7,14.3,00160000,6.1,4.5,16.7,68.2,0.3,0.2,4.1,Attleboro,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",2019
Attleboro - Cyril K. Brennan Middle School,00160315,     245,23.1,        635,48.5,51.5,39.5,5.5,16.7,00160000,5.8,4.9,20.0,62.5,0.2,0.0,6.6,Attleboro,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",2019
Attleboro - Early Learning Center,00160008,      16,12.8,        204,39.2,60.8,30.4,0.0,47.1,00160000,4.9,4.9,16.2,70.6,0.0,0.0,3.4,Attleboro,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",2019
Attleboro - Hill-Roberts Elementary School,00160045,     191,23.9,        454,48.7,51.3,33.7,9.7,14.5,00160000,6.8,6.2,11.5,67.4,0.2,0.0,7.9,Attleboro,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",2019
Attleboro - Hyman Fine Elementary School,00160040,     200,23.3,        466,50.4,49.6,31.1,12.2,16.1,00160000,4.3,3.2,20.2,64.0,0.0,0.0,8.4,Attleboro,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",2019
Attleboro - Peter Thacher Elementary School,00160050,     280,16.8,        457,49.0,51.0,37.6,9.4,21.7,00160000,11.8,6.6,12.3,60.4,0.2,0.2,8.5,Attleboro,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",2019
Attleboro - Robert J. Coelho Middle School,00160305,     228,26.3,        667,46.0,54.0,25.3,1.4,13.8,00160000,7.4,5.1,10.9,69.6,0.3,0.0,6.8,Attleboro,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",2019
Attleboro - Thomas Willett Elementary School,00160035,     160,23.8,        380,46.3,53.7,36.6,13.2,19.7,00160000,6.3,2.6,17.4,65.5,0.0,0.0,8.2,Attleboro,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",2019
Attleboro - Wamsutta Middle School,00160320,     209,23.2,        575,48.5,51.5,30.8,2.1,14.8,00160000,7.3,4.5,15.0,65.9,0.0,0.0,7.3,Attleboro,"          $80,024,521.91","           5,895.0","              $13,574.98","          $89,926,999.35","           6,401.5","              $14,047.80",2019
Auburn - Auburn Middle,00170305,     398,18.4,        627,50.7,49.3,20.9,2.2,10.4,00170000,2.4,4.2,9.7,79.7,0.0,0.0,4.0,Auburn,"          $35,683,527.01","           2,638.9","              $13,522.12","          $37,120,391.37","           2,693.7","              $13,780.45",2019
Auburn - Auburn Senior High,00170505,     629,16.8,        800,53.0,47.0,19.6,1.3,8.6,00170000,2.1,4.3,8.8,81.3,0.3,0.0,3.4,Auburn,"          $35,683,527.01","           2,638.9","              $13,522.12","          $37,120,391.37","           2,693.7","              $13,780.45",2019
Auburn - Bryn Mawr,00170010,     108,20.9,        281,46.6,53.4,23.8,3.9,12.5,00170000,1.4,3.6,12.1,79.4,0.4,0.0,3.2,Auburn,"          $35,683,527.01","           2,638.9","              $13,522.12","          $37,120,391.37","           2,693.7","              $13,780.45",2019
Auburn - Pakachoag School,00170025,     107,20.2,        315,49.8,50.2,16.5,1.6,9.5,00170000,0.6,3.5,8.6,83.8,0.0,0.0,3.5,Auburn,"          $35,683,527.01","           2,638.9","              $13,522.12","          $37,120,391.37","           2,693.7","              $13,780.45",2019
Auburn - Swanson Road Intermediate School,00170030,     220,22.7,        624,47.9,52.1,20.7,4.0,11.4,00170000,2.9,4.7,9.6,79.8,0.0,0.0,3.0,Auburn,"          $35,683,527.01","           2,638.9","              $13,522.12","          $37,120,391.37","           2,693.7","              $13,780.45",2019
Avon - Avon Middle High School,00180510,     269,11.0,        318,47.2,52.8,30.8,2.2,16.0,00180000,38.1,5.4,9.4,39.9,0.3,0.0,6.9,Avon,"          $11,639,584.00",             721.5,"              $16,132.48","          $12,781,279.00",             742.4,"              $17,216.16",2019
Avon - Ralph D Butler,00180010,      98,18.7,        418,48.8,51.2,32.8,5.7,21.3,00180000,24.6,4.3,11.5,52.4,0.7,0.0,6.5,Avon,"          $11,639,584.00",             721.5,"              $16,132.48","          $12,781,279.00",             742.4,"              $17,216.16",2019
